ID,FIELD-0000,FIELD-0001,FIELD-0002,FIELD-0003,FIELD-0004,FIELD-0005,FIELD-0006
LK-2127005,347,331,3,13,0,0,0
LK-2127010,250,250,0,0,0,0,0
LK-2127015,238,228,0,6,1,0,3
LK-2127020,361,352,0,8,1,0,0
LK-2127025,255,239,0,16,0,0,0
LK-2127030,234,218,0,14,1,1,0
LK-2127035,275,267,0,6,2,0,0
LK-2127040,258,224,0,33,1,0,0
LK-2127045,196,189,0,6,1,0,0
LK-2127050,250,244,1,5,0,0,0
LK-2127055,213,202,0,8,3,0,0
LK-2127060,256,251,0,5,0,0,0
LK-2127065,274,266,0,8,0,0,0
LK-2127070,202,188,0,12,2,0,0
LK-2127075,161,160,0,1,0,0,0
LK-2127080,363,327,0,35,1,0,0
LK-2127085,249,244,0,4,1,0,0
LK-2127090,522,486,1,35,0,0,0
LK-2127095,223,215,0,8,0,0,0
LK-2127100,414,361,2,44,1,0,6
LK-2127105,256,235,0,19,2,0,0
LK-2127110,260,234,0,26,0,0,0
LK-2127115,658,513,4,135,1,1,4
LK-2127120,423,375,0,48,0,0,0
LK-2127125,374,336,2,36,0,0,0
LK-2127130,323,301,0,22,0,0,0
LK-2127135,345,281,3,60,1,0,0
LK-2127140,292,232,2,56,1,0,1
LK-2127145,282,232,1,49,0,0,0
LK-2127150,258,238,0,20,0,0,0
LK-2127155,364,274,3,86,1,0,0
LK-2127160,217,142,8,65,0,0,2
LK-2127165,353,252,1,97,2,0,1
LK-2127170,581,405,4,172,0,0,0
LK-2127175,460,350,0,108,1,0,1
LK-2127180,340,198,0,142,0,0,0
LK-2127185,234,152,1,77,2,0,2
LK-2127190,304,232,5,66,1,0,0
LK-2127195,422,352,4,66,0,0,0
LK-2127200,275,236,2,35,0,0,2
LK-2127205,357,247,1,106,1,0,2
LK-2127210,274,232,0,37,1,2,2
LK-2127215,326,276,0,50,0,0,0
LK-2127220,342,300,1,40,0,0,1
LK-2127225,391,356,1,33,0,0,1
LK-2127230,281,237,1,43,0,0,0
LK-2127235,426,401,0,24,1,0,0
LK-2127240,269,262,0,7,0,0,0
LK-2127245,321,282,1,38,0,0,0
LK-2127250,393,306,6,81,0,0,0
LK-2127255,447,414,2,31,0,0,0
LK-2127260,388,326,2,58,2,0,0
LK-2127265,229,179,3,45,1,1,0
LK-2127270,354,296,3,55,0,0,0
LK-2127275,813,549,4,256,3,0,1
LK-2127280,566,468,15,80,0,2,1
LK-2127285,608,381,22,203,2,0,0
LK-2127290,775,423,31,318,0,0,3
LK-2127295,323,266,3,54,0,0,0
LK-2127300,397,328,3,63,1,0,2
LK-2127305,276,267,0,8,0,1,0
LK-2127310,164,130,2,31,0,0,1
LK-2127315,475,217,7,251,0,0,0
LK-2127320,232,142,1,89,0,0,0
LK-2127325,346,242,1,103,0,0,0
LK-2127330,231,167,1,61,0,0,2
LK-2127335,164,136,0,28,0,0,0
LK-2127340,295,183,3,105,1,1,2
LK-2127345,635,313,4,315,1,0,2
LK-2127350,553,108,7,434,4,0,0
LK-2127355,1171,618,18,526,7,0,2
LK-2127360,1625,875,26,716,8,0,0
LK-2127365,522,155,16,346,2,0,3
LK-2127370,938,358,61,507,4,0,8
LK-2127375,304,200,34,70,0,0,0
LK-2127380,707,292,16,392,6,0,1
LK-2127385,353,335,3,12,3,0,0
LK-2127390,815,727,5,83,0,0,0
LK-2127395,601,501,3,92,0,1,4
LK-2127400,1078,963,13,100,0,1,1
LK-2130,37230,15627,1441,19889,157,6,110
LK-2130005,646,194,17,431,4,0,0
LK-2130010,384,84,12,281,4,0,3
LK-2130015,409,97,5,302,2,0,3
LK-2130020,453,83,11,355,3,0,1
LK-2130025,627,156,7,458,4,0,2
LK-2130030,745,309,44,388,3,0,1
LK-2130035,505,201,6,297,1,0,0
LK-2130040,349,19,2,327,0,0,1
LK-2130045,414,90,2,321,0,0,1
LK-2130050,404,82,7,315,0,0,0
LK-2130055,705,311,8,384,2,0,0
LK-2130060,536,121,3,407,4,0,1
LK-2130065,499,125,21,350,2,0,1
LK-2130070,696,219,24,451,2,0,0
LK-2130075,359,138,18,200,1,0,2
LK-2130080,1140,191,606,338,0,0,5
LK-2130085,532,155,13,363,1,0,0
LK-2130090,666,171,6,487,2,0,0
LK-2130095,406,141,1,263,1,0,0
LK-2130100,546,58,11,474,2,0,1
LK-2130105,333,53,5,275,0,0,0
LK-2130110,492,90,22,377,0,0,3
LK-2130115,452,95,40,312,2,0,3
LK-2130120,304,34,14,251,5,0,0
LK-2130125,462,202,2,257,0,0,1
LK-2130130,830,236,9,568,16,0,1
LK-2130135,348,72,1,273,1,0,1
LK-2130140,401,120,8,273,0,0,0
LK-2130145,328,158,11,153,2,0,4
LK-2130150,516,169,62,281,2,0,2
LK-2130155,808,382,68,353,4,0,1
LK-2130160,572,313,47,211,1,0,0
LK-2130165,573,227,23,318,3,0,2
LK-2130170,551,96,16,432,5,1,1
LK-2130175,447,55,4,380,8,0,0
LK-2130180,685,203,8,464,6,0,4
LK-2130185,613,202,3,404,4,0,0
LK-2130190,359,206,3,147,1,0,2
LK-2130195,307,91,4,207,1,0,4
LK-2130200,987,563,18,399,4,0,3
LK-2130205,1135,427,40,659,4,0,5
LK-2130210,656,200,10,442,1,0,3
LK-2130215,906,575,8,320,2,0,1
LK-2130220,479,94,6,376,1,0,2
LK-2130225,390,153,1,234,2,0,0
LK-2130230,612,276,10,319,4,0,3
LK-2130235,467,241,10,215,0,0,1
LK-2130240,1544,775,64,696,3,2,4
LK-2130245,702,412,7,275,2,1,5
LK-2130250,435,237,4,194,0,0,0
LK-2130255,426,273,5,146,2,0,0
LK-2130260,766,480,3,279,4,0,0
LK-2130265,638,327,9,298,3,0,1
LK-2130270,361,224,5,131,0,0,1
LK-2130275,780,475,7,292,3,0,3
LK-2130280,664,465,6,191,1,1,0
LK-2130285,413,379,3,28,1,0,2
LK-2130290,307,231,1,73,2,0,0
LK-2130295,353,252,2,98,0,0,1
LK-2130300,671,333,14,322,2,0,0
LK-2130305,953,795,13,143,1,0,1
LK-2130310,648,469,4,171,3,0,1
LK-2130315,708,410,13,251,11,1,22
LK-2130320,827,612,4,209,2,0,0
LK-2133,22603,18194,120,4178,36,18,57
LK-2133005,172,157,0,10,0,0,5
LK-2133010,151,136,0,15,0,0,0
LK-2133015,227,207,0,20,0,0,0
LK-2133020,385,336,1,48,0,0,0
LK-2133025,117,112,0,5,0,0,0
LK-2133030,300,283,0,16,0,0,1
LK-2133035,284,279,0,5,0,0,0
LK-2133040,233,219,1,12,0,0,1
LK-2133045,254,233,0,21,0,0,0
LK-2133050,231,215,1,15,0,0,0
LK-2133055,174,153,0,20,0,0,1
LK-2133060,261,239,0,17,0,0,5
LK-2133065,289,243,2,44,0,0,0
LK-2133070,275,252,1,18,4,0,0
LK-2133075,385,317,0,67,0,0,1
LK-2133080,172,154,0,18,0,0,0
LK-2133085,208,198,0,10,0,0,0
LK-2133090,312,277,0,31,2,2,0
LK-2133095,262,227,2,33,0,0,0
LK-2133100,262,210,2,50,0,0,0
LK-2133105,244,231,1,12,0,0,0
LK-2133110,217,209,1,7,0,0,0
LK-2133115,167,163,0,4,0,0,0
LK-2133120,303,277,0,26,0,0,0
LK-2133125,412,347,4,61,0,0,0
LK-2133130,321,256,2,58,3,1,1
LK-2133135,315,211,1,100,2,0,1
LK-2133140,233,193,1,39,0,0,0
LK-2133145,534,326,1,204,2,1,0
LK-2133150,226,214,0,12,0,0,0
LK-2133155,138,123,0,13,1,0,1
LK-2133160,207,191,1,14,1,0,0
LK-2133165,266,221,0,44,1,0,0
LK-2133170,250,144,2,104,0,0,0
LK-2133175,240,222,3,15,0,0,0
LK-2133180,385,250,0,135,0,0,0
LK-2133185,416,203,3,209,0,0,1
LK-2133190,330,223,3,98,2,4,0
LK-2133195,289,195,1,92,1,0,0
LK-2133200,260,200,1,58,0,1,0
LK-2133205,242,177,2,62,0,0,1
LK-2133210,233,202,0,31,0,0,0
LK-2133215,226,173,1,52,0,0,0
LK-2133220,86,67,2,17,0,0,0
LK-2133225,219,210,0,9,0,0,0
LK-2133230,169,139,1,29,0,0,0
LK-2133235,183,172,0,11,0,0,0
LK-2133240,116,112,0,2,0,0,2
LK-2133245,194,192,0,1,0,0,1
LK-2133250,140,138,0,2,0,0,0
LK-2133255,280,268,0,10,0,1,1
LK-2133260,415,335,0,78,2,0,0
LK-2133265,370,280,9,78,0,1,2
LK-2133270,435,309,1,122,2,1,0
LK-2133275,378,294,5,72,2,0,5
LK-2133280,315,220,0,94,0,1,0
LK-2133285,420,219,5,191,0,2,3
LK-2133290,271,188,9,73,0,0,1
LK-2133295,464,330,12,115,0,0,7
LK-2133300,543,453,5,81,0,0,4
LK-2133305,505,422,3,76,1,2,1
LK-2133310,247,231,1,14,1,0,0
LK-2133315,194,186,0,8,0,0,0
LK-2133320,191,163,1,27,0,0,0
LK-2133325,107,101,0,4,0,0,2
LK-2133330,147,138,0,9,0,0,0
LK-2133335,234,226,0,8,0,0,0
LK-2133340,202,193,0,9,0,0,0
LK-2133345,189,180,0,8,0,0,1
LK-2133350,166,133,0,33,0,0,0
LK-2133355,276,202,1,72,0,0,1
LK-2133360,482,355,6,119,0,0,2
LK-2133365,322,196,2,120,1,0,3
LK-2133370,606,364,12,226,4,0,0
LK-2133375,189,134,1,52,0,1,1
LK-2133380,209,184,0,25,0,0,0
LK-2133385,137,136,0,1,0,0,0
LK-2133390,270,167,1,102,0,0,0
LK-2133395,196,172,0,24,0,0,0
LK-2133400,151,139,0,12,0,0,0
LK-2133405,219,192,1,25,1,0,0
LK-2133410,475,349,1,122,2,0,1
LK-2133415,192,137,1,53,1,0,0
LK-2133420,291,170,2,119,0,0,0
LK-2134,8129,7958,7,157,2,1,4
LK-2134005,115,115,0,0,0,0,0
LK-2134010,157,155,0,2,0,0,0
LK-2134015,211,208,0,2,0,0,1
LK-2134020,134,134,0,0,0,0,0
LK-2134025,176,172,0,4,0,0,0
LK-2134030,98,97,0,1,0,0,0
LK-2134035,207,206,1,0,0,0,0
LK-2134040,236,236,0,0,0,0,0
LK-2134045,155,144,1,9,0,0,1
LK-2134050,122,111,0,11,0,0,0
LK-2134055,121,116,0,5,0,0,0
LK-2134060,93,92,1,0,0,0,0
LK-2134065,164,164,0,0,0,0,0
LK-2134070,191,190,0,1,0,0,0
LK-2134075,95,94,0,1,0,0,0
LK-2134080,169,165,0,4,0,0,0
LK-2134085,87,87,0,0,0,0,0
LK-2134090,135,134,0,1,0,0,0
LK-2134095,295,283,0,10,1,0,1
LK-2134100,168,159,0,9,0,0,0
LK-2134105,147,140,0,7,0,0,0
LK-2134110,95,95,0,0,0,0,0
LK-2134115,74,72,1,0,1,0,0
LK-2134120,145,141,0,3,0,0,1
LK-2134125,129,128,1,0,0,0,0
LK-2134130,102,101,0,1,0,0,0
LK-2134135,140,133,0,7,0,0,0
LK-2134140,129,127,0,2,0,0,0
LK-2134145,98,96,0,2,0,0,0
LK-2134150,129,129,0,0,0,0,0
LK-2134155,142,139,0,3,0,0,0
LK-2134160,136,133,0,3,0,0,0
LK-2134165,143,140,0,3,0,0,0
LK-2134170,164,159,0,5,0,0,0
LK-2134175,116,114,0,2,0,0,0
LK-2134180,69,69,0,0,0,0,0
LK-2134185,172,162,1,9,0,0,0
LK-2134190,100,95,0,5,0,0,0
LK-2134195,117,115,0,2,0,0,0
LK-2134200,106,101,0,4,0,1,0
LK-2134205,116,115,0,1,0,0,0
LK-2134210,197,195,0,2,0,0,0
LK-2134215,150,146,0,4,0,0,0
LK-2134220,141,139,0,2,0,0,0
LK-2134225,157,152,0,5,0,0,0
LK-2134230,218,214,0,4,0,0,0
LK-2134235,204,202,0,2,0,0,0
LK-2134240,121,121,0,0,0,0,0
LK-2134245,161,161,0,0,0,0,0
LK-2134250,169,168,0,1,0,0,0
LK-2134255,115,115,0,0,0,0,0
LK-2134260,100,86,0,14,0,0,0
LK-2134265,168,168,0,0,0,0,0
LK-2134270,154,154,0,0,0,0,0
LK-2134275,132,131,1,0,0,0,0
LK-2134280,118,118,0,0,0,0,0
LK-2134285,126,122,0,4,0,0,0
LK-2136,27305,21675,114,5418,64,5,29
LK-2136005,200,182,2,16,0,0,0
LK-2136010,240,236,1,3,0,0,0
LK-2136015,154,151,0,3,0,0,0
LK-2136020,126,119,0,6,0,0,1
LK-2136025,134,131,0,3,0,0,0
LK-2136030,294,281,1,12,0,0,0
LK-2136035,154,153,0,1,0,0,0
LK-2136040,215,212,0,3,0,0,0
LK-2136045,333,309,0,22,0,0,2
LK-2136050,375,348,0,26,1,0,0
LK-2136055,299,241,1,54,3,0,0
LK-2136060,306,269,0,36,1,0,0
LK-2136065,239,214,0,25,0,0,0
LK-2136070,184,175,1,8,0,0,0
LK-2136075,317,281,0,36,0,0,0
LK-2136080,342,313,1,28,0,0,0
LK-2136085,283,255,1,27,0,0,0
LK-2136090,340,265,0,74,1,0,0
LK-2136095,339,279,1,58,1,0,0
LK-2136100,209,199,0,10,0,0,0
LK-2136105,199,168,0,30,0,1,0
LK-2136110,314,274,1,37,1,0,1
LK-2136115,291,256,1,34,0,0,0
LK-2136120,188,185,0,3,0,0,0
LK-2136125,285,280,0,5,0,0,0
LK-2136130,205,190,0,15,0,0,0
LK-2136135,438,422,2,14,0,0,0
LK-2136140,224,194,0,28,1,0,1
LK-2136145,150,144,0,6,0,0,0
LK-2136150,197,185,0,12,0,0,0
LK-2136155,207,177,0,30,0,0,0
LK-2136160,295,254,0,39,0,1,1
LK-2136165,157,111,0,43,3,0,0
LK-2136170,385,379,1,4,1,0,0
LK-2136175,167,160,0,7,0,0,0
LK-2136180,128,127,0,0,0,0,1
LK-2136185,163,160,0,3,0,0,0
LK-2136190,139,119,1,19,0,0,0
LK-2136195,175,165,0,10,0,0,0
LK-2136200,271,255,0,15,1,0,0
LK-2136205,235,207,0,27,1,0,0
LK-2136210,228,206,0,22,0,0,0
LK-2136215,195,182,0,11,1,0,1
LK-2136220,325,294,2,27,1,0,1
LK-2136225,433,377,3,52,1,0,0
LK-2136230,371,312,1,55,2,0,1
LK-2136235,328,286,0,41,1,0,0
LK-2136240,144,131,1,12,0,0,0
LK-2136245,269,232,0,37,0,0,0
LK-2136250,253,226,0,27,0,0,0
LK-2136255,291,259,0,32,0,0,0
LK-2136260,407,292,5,110,0,0,0
LK-2136265,273,206,4,56,6,0,1
LK-2136270,455,356,2,93,1,0,3
LK-2136275,207,190,0,17,0,0,0
LK-2136280,312,216,0,96,0,0,0
LK-2136285,240,202,0,38,0,0,0
LK-2136290,344,245,4,93,0,0,2
LK-2136295,262,208,0,47,6,1,0
LK-2136300,200,182,1,17,0,0,0
LK-2136305,471,393,1,75,2,0,0
LK-2136310,161,145,0,16,0,0,0
LK-2136315,141,130,1,10,0,0,0
LK-2136320,208,199,2,7,0,0,0
LK-2136325,231,210,0,20,0,0,1
LK-2136330,109,109,0,0,0,0,0
LK-2136335,193,184,0,9,0,0,0
LK-2136340,225,224,0,1,0,0,0
LK-2136345,222,206,0,16,0,0,0
LK-2136350,199,162,0,37,0,0,0
LK-2136355,267,236,1,30,0,0,0
LK-2136360,189,123,1,61,3,1,0
LK-2136365,326,271,0,54,1,0,0
LK-2136370,284,187,1,96,0,0,0
LK-2136375,270,185,1,84,0,0,0
LK-2136380,298,157,4,137,0,0,0
LK-2136385,255,208,1,46,0,0,0
LK-2136390,334,168,0,166,0,0,0
LK-2136395,832,605,3,218,3,0,3
LK-2136400,392,215,3,173,1,0,0
LK-2136405,398,269,1,125,2,0,1
LK-2136410,489,314,7,165,2,0,1
LK-2136415,546,313,2,230,1,0,0
LK-2136420,312,100,9,203,0,0,0
LK-2136425,317,98,3,214,1,0,1
LK-2136430,391,226,10,153,2,0,0
LK-2136435,415,300,3,111,0,0,1
LK-2136440,592,336,1,252,2,1,0
LK-2136445,432,212,1,217,1,0,1
LK-2136450,365,240,2,120,0,0,3
LK-2136455,415,278,1,135,1,0,0
LK-2136460,543,336,3,204,0,0,0
LK-2136465,290,197,3,88,2,0,0
LK-2136470,528,420,4,102,2,0,0
LK-2136475,232,92,7,128,4,0,1
LK-2139,27517,22964,170,4277,58,20,28
LK-2139005,162,139,0,23,0,0,0
LK-2139010,245,161,4,80,0,0,0
LK-2139015,175,150,1,24,0,0,0
LK-2139020,164,150,1,13,0,0,0
LK-2139025,237,208,0,28,0,0,1
LK-2139030,235,200,2,33,0,0,0
LK-2139035,271,207,0,64,0,0,0
LK-2139040,244,220,1,21,2,0,0
LK-2139045,236,204,0,32,0,0,0
LK-2139050,341,297,8,34,0,2,0
LK-2139055,313,282,0,29,0,1,1
LK-2139060,394,364,1,27,0,2,0
LK-2139065,253,226,0,27,0,0,0
LK-2139070,205,182,1,22,0,0,0
LK-2139075,217,203,0,14,0,0,0
LK-2139080,212,202,0,10,0,0,0
LK-2139085,148,138,0,10,0,0,0
LK-2139090,161,151,0,9,1,0,0
LK-2139095,163,151,1,11,0,0,0
LK-2139100,199,189,1,9,0,0,0
LK-2139105,206,170,0,33,1,1,1
LK-2139110,175,166,0,9,0,0,0
LK-2139115,304,274,0,30,0,0,0
LK-2139120,198,174,1,23,0,0,0
LK-2139125,267,164,3,100,0,0,0
LK-2139130,280,174,1,100,2,0,3
LK-2139135,152,66,0,86,0,0,0
LK-2139140,272,191,4,76,0,0,1
LK-2139145,271,92,1,177,0,0,1
LK-2139150,303,215,4,84,0,0,0
LK-2139155,273,117,2,151,2,0,1
LK-2139160,249,167,0,78,4,0,0
LK-2139165,220,189,1,27,2,0,1
LK-2139170,188,158,0,30,0,0,0
LK-2139175,203,181,1,21,0,0,0
LK-2139180,167,140,0,25,1,0,1
LK-2139185,200,194,0,6,0,0,0
LK-2139190,162,153,0,8,1,0,0
LK-2139195,188,180,0,7,0,0,1
LK-2139200,147,142,0,4,1,0,0
LK-2139205,154,139,0,15,0,0,0
LK-2139210,144,129,0,15,0,0,0
LK-2139215,183,181,0,2,0,0,0
LK-2139220,260,253,0,7,0,0,0
LK-2139225,131,117,1,12,1,0,0
LK-2139230,241,237,0,4,0,0,0
LK-2139235,177,150,0,26,1,0,0
LK-2139240,172,163,0,9,0,0,0
LK-2139245,151,146,0,5,0,0,0
LK-2139250,230,222,1,7,0,0,0
LK-2139255,239,199,0,40,0,0,0
LK-2139260,183,177,0,6,0,0,0
LK-2139265,195,167,4,23,0,0,1
LK-2139270,179,132,1,46,0,0,0
LK-2139275,188,167,0,19,2,0,0
LK-2139280,184,168,1,12,2,0,1
LK-2139285,203,179,2,22,0,0,0
LK-2139290,190,83,0,106,1,0,0
LK-2139295,224,177,2,41,2,0,2
LK-2139300,225,195,0,28,1,0,1
LK-2139305,206,172,1,32,1,0,0
LK-2139310,238,211,1,26,0,0,0
LK-2139315,438,365,1,71,0,0,1
LK-2139320,285,262,0,23,0,0,0
LK-2139325,165,161,1,3,0,0,0
LK-2139330,115,112,0,3,0,0,0
LK-2139335,209,194,1,14,0,0,0
LK-2139340,268,268,0,0,0,0,0
LK-2139345,306,294,0,12,0,0,0
LK-2139350,180,174,1,5,0,0,0
LK-2139355,136,131,4,0,0,0,1
LK-2139360,123,107,12,4,0,0,0
LK-2139365,190,183,0,7,0,0,0
LK-2139370,69,69,0,0,0,0,0
LK-2139375,205,186,2,16,1,0,0
LK-2139380,219,158,5,56,0,0,0
LK-2139385,264,210,4,45,1,4,0
LK-2139390,189,130,5,53,1,0,0
LK-2139395,217,171,3,38,0,5,0
LK-2139400,349,282,3,58,2,1,3
LK-2139405,232,154,0,70,8,0,0
LK-2139410,216,138,1,77,0,0,0
LK-2139415,363,229,2,129,3,0,0
LK-2139420,297,164,2,131,0,0,0
LK-2139425,189,148,7,34,0,0,0
LK-2139430,249,158,1,89,0,0,1
LK-2139435,241,166,2,73,0,0,0
LK-2139440,280,160,3,114,3,0,0
LK-2139445,363,261,4,98,0,0,0
LK-2139450,245,171,2,69,1,2,0
LK-2139455,259,239,2,18,0,0,0
LK-2139460,199,144,3,50,0,0,2
LK-2139465,133,114,0,19,0,0,0
LK-2139470,283,250,0,32,0,0,1
LK-2139475,128,112,0,16,0,0,0
LK-2139480,145,139,0,5,1,0,0
LK-2139485,199,191,0,8,0,0,0
LK-2139490,203,200,0,3,0,0,0
LK-2139495,438,374,4,60,0,0,0
LK-2139500,253,233,3,14,3,0,0
LK-2139505,460,460,0,0,0,0,0
LK-2139510,172,169,2,1,0,0,0
LK-2139515,344,282,3,58,1,0,0
LK-2139520,173,155,2,16,0,0,0
LK-2139525,194,175,0,19,0,0,0
LK-2139530,163,150,0,12,1,0,0
LK-2139535,201,196,0,5,0,0,0
LK-2139540,208,165,0,41,2,0,0
LK-2139545,213,159,8,46,0,0,0
LK-2139550,282,226,0,55,1,0,0
LK-2139555,158,135,8,13,1,1,0
LK-2139560,262,190,4,68,0,0,0
LK-2139565,305,266,0,39,0,0,0
LK-2139570,240,144,4,92,0,0,0
LK-2139575,403,323,4,74,0,0,2
LK-2139580,190,168,0,22,0,0,0
LK-2139585,166,159,0,7,0,0,0
LK-2139590,263,227,2,33,0,1,0
LK-2139595,213,201,0,12,0,0,0
LK-2139600,153,148,0,5,0,0,0
LK-2139605,92,89,0,3,0,0,0
LK-2139610,110,103,0,7,0,0,0
LK-2139615,246,246,0,0,0,0,0
LK-2139620,167,131,2,34,0,0,0
LK-2142,13131,12342,47,694,36,2,10
LK-2142005,520,458,2,59,1,0,0
LK-2142010,364,333,3,28,0,0,0
LK-2142015,438,398,2,38,0,0,0
LK-2142020,355,291,2,59,3,0,0
LK-2142025,414,373,0,41,0,0,0
LK-2142030,302,278,1,21,2,0,0
LK-2142035,294,288,0,6,0,0,0
LK-2142040,590,546,6,38,0,0,0
LK-2142045,421,376,4,39,0,1,1
LK-2142050,738,721,2,12,0,1,2
LK-2142055,354,350,0,4,0,0,0
LK-2142060,393,382,0,8,0,0,3
LK-2142065,335,331,0,3,1,0,0
LK-2142070,261,221,2,38,0,0,0
LK-2142075,439,388,2,47,2,0,0
LK-2142080,306,275,0,29,1,0,1
LK-2142085,517,423,10,83,1,0,0
LK-2142090,519,458,5,52,2,0,2
LK-2142095,238,225,0,12,1,0,0
LK-2142100,286,269,1,15,1,0,0
LK-2142105,314,306,0,7,1,0,0
LK-2142110,365,360,0,4,1,0,0
LK-2142115,392,392,0,0,0,0,0
LK-2142120,216,211,0,5,0,0,0
LK-2142125,286,274,1,11,0,0,0
LK-2142130,457,454,0,3,0,0,0
LK-2142135,236,233,0,2,0,0,1
LK-2142140,234,217,0,5,12,0,0
LK-2142145,227,226,0,1,0,0,0
LK-2142150,396,395,0,1,0,0,0
LK-2142155,263,256,0,7,0,0,0
LK-2142160,1300,1278,4,11,7,0,0
LK-2142165,361,356,0,5,0,0,0
LK-2145,15127,14232,35,826,21,0,13
LK-2145005,351,339,2,9,1,0,0
LK-2145010,189,173,1,15,0,0,0
LK-2145015,332,319,0,12,0,0,1
LK-2145020,428,398,0,25,5,0,0
LK-2145025,150,141,0,9,0,0,0
LK-2145030,160,159,0,1,0,0,0
LK-2145035,201,174,0,25,1,0,1
LK-2145040,240,207,1,32,0,0,0
LK-2145045,159,116,2,41,0,0,0
LK-2145050,213,182,0,30,0,0,1
LK-2145055,211,208,0,2,0,0,1
LK-2145060,148,137,0,11,0,0,0
LK-2145065,388,342,1,45,0,0,0
LK-2145070,114,112,0,2,0,0,0
LK-2145075,139,114,0,24,0,0,1
LK-2145080,171,161,1,9,0,0,0
LK-2145085,323,276,2,45,0,0,0
LK-2145090,160,117,2,41,0,0,0
LK-2145095,236,218,2,16,0,0,0
LK-2145100,148,135,0,13,0,0,0
LK-2145105,167,158,0,9,0,0,0
LK-2145110,192,188,0,4,0,0,0
LK-2145115,152,148,1,3,0,0,0
LK-2145120,160,154,0,6,0,0,0
LK-2145125,159,155,0,3,0,0,1
LK-2145130,444,423,2,17,2,0,0
LK-2145135,311,307,1,3,0,0,0
LK-2145140,474,453,2,18,1,0,0
LK-2145145,107,104,0,3,0,0,0
LK-2145150,218,209,0,8,1,0,0
LK-2145155,220,211,0,9,0,0,0
LK-2145160,279,267,1,11,0,0,0
LK-2145165,252,245,1,6,0,0,0
LK-2145170,321,314,2,2,2,0,1
LK-2145175,221,204,0,16,1,0,0
LK-2145180,169,169,0,0,0,0,0
LK-2145185,118,117,0,1,0,0,0
LK-2145190,163,157,0,6,0,0,0
LK-2145195,166,152,0,14,0,0,0
LK-2145200,161,161,0,0,0,0,0
LK-2145205,124,118,1,5,0,0,0
LK-2145210,191,181,0,10,0,0,0
LK-2145215,290,265,0,25,0,0,0
LK-2145220,364,358,0,6,0,0,0
LK-2145225,248,198,0,47,2,0,1
LK-2145230,123,122,0,1,0,0,0
LK-2145235,209,189,0,20,0,0,0
LK-2145240,151,147,1,3,0,0,0
LK-2145245,130,126,0,3,1,0,0
LK-2145250,159,159,0,0,0,0,0
LK-2145255,185,177,0,8,0,0,0
LK-2145260,267,256,0,6,1,0,4
LK-2145265,208,206,0,2,0,0,0
LK-2145270,207,204,0,3,0,0,0
LK-2145275,143,140,0,2,1,0,0
LK-2145280,116,116,0,0,0,0,0
LK-2145285,280,233,1,45,0,0,1
LK-2145290,132,125,1,6,0,0,0
LK-2145295,320,300,2,18,0,0,0
LK-2145300,244,231,0,13,0,0,0
LK-2145305,159,151,1,7,0,0,0
LK-2145310,161,157,0,4,0,0,0
LK-2145315,204,202,0,2,0,0,0
LK-2145320,148,148,0,0,0,0,0
LK-2145325,131,122,3,6,0,0,0
LK-2145330,243,227,0,16,0,0,0
LK-2145335,206,196,1,8,1,0,0
LK-2145340,171,167,0,4,0,0,0
LK-2145345,122,119,0,2,1,0,0
LK-2145350,140,134,0,6,0,0,0
LK-2145355,113,112,0,1,0,0,0
LK-2145360,155,154,0,1,0,0,0
LK-2145365,168,168,0,0,0,0,0
LK-2148,7797,7216,84,474,8,15,0
LK-2148005,538,528,0,10,0,0,0
LK-2148010,263,256,0,7,0,0,0
LK-2148015,287,278,0,7,2,0,0
LK-2148020,963,859,27,75,1,1,0
LK-2148025,457,283,35,138,1,0,0
LK-2148030,638,578,4,54,0,2,0
LK-2148035,284,268,1,8,1,6,0
LK-2148040,160,159,1,0,0,0,0
LK-2148045,261,259,1,1,0,0,0
LK-2148050,144,141,1,1,0,1,0
LK-2148055,235,230,1,3,1,0,0
LK-2148060,167,142,3,20,0,2,0
LK-2148065,298,279,0,17,1,1,0
LK-2148070,334,245,6,83,0,0,0
LK-2148075,546,526,3,17,0,0,0
LK-2148080,61,61,0,0,0,0,0
LK-2148085,169,157,0,10,0,2,0
LK-2148090,259,246,0,12,1,0,0
LK-2148095,170,170,0,0,0,0,0
LK-2148100,116,116,0,0,0,0,0
LK-2148105,131,130,0,1,0,0,0
LK-2148110,163,163,0,0,0,0,0
LK-2148115,110,109,0,1,0,0,0
LK-2148120,162,161,0,1,0,0,0
LK-2148125,118,118,0,0,0,0,0
LK-2148130,82,80,0,2,0,0,0
LK-2148135,112,110,0,2,0,0,0
LK-2148140,291,289,1,1,0,0,0
LK-2148145,278,275,0,3,0,0,0
LK-2151,23318,18566,350,4324,44,7,27
LK-2151005,917,686,24,205,2,0,0
LK-2151010,472,430,2,39,1,0,0
LK-2151015,565,402,3,158,0,0,2
LK-2151020,275,243,0,32,0,0,0
LK-2151025,233,229,0,3,0,0,1
LK-2151030,226,210,0,15,1,0,0
LK-2151035,307,266,2,37,1,1,0
LK-2151040,325,288,1,36,0,0,0
LK-2151045,299,263,1,35,0,0,0
LK-2151050,398,268,18,112,0,0,0
LK-2151055,320,258,3,59,0,0,0
LK-2151060,718,260,39,416,1,0,2
LK-2151065,629,378,33,215,2,0,1
LK-2151070,524,475,5,44,0,0,0
