ID,FIELD-0000,FIELD-0001,FIELD-0002,FIELD-0003,FIELD-0004,FIELD-0005,FIELD-0006,FIELD-0007,FIELD-0008,FIELD-0009,FIELD-0010,FIELD-0011,FIELD-0012,FIELD-0013
LK-2306260,83,6,62,2,0,0,0,2,7,0,4,0,0,0
LK-2306265,156,3,2,12,0,0,0,36,0,0,103,0,0,0
LK-2306270,174,0,4,0,0,0,0,0,0,0,170,0,0,0
LK-2306275,154,0,2,0,0,9,13,121,0,0,9,0,0,0
LK-2306280,106,1,3,3,21,78,0,0,0,0,0,0,0,0
LK-2306285,67,10,15,0,0,0,20,19,0,0,3,0,0,0
LK-2306290,122,5,36,1,17,11,1,0,0,0,51,0,0,0
LK-2306295,419,66,156,4,96,38,21,25,0,0,13,0,0,0
LK-2306300,239,27,39,6,14,5,2,138,0,0,8,0,0,0
LK-2306305,102,3,0,3,47,21,28,0,0,0,0,0,0,0
LK-2306310,139,10,14,2,92,6,2,3,1,0,8,0,0,1
LK-2306315,187,25,18,2,90,31,1,19,0,0,0,0,0,1
LK-2306320,508,31,14,2,225,141,8,34,21,2,24,0,0,6
LK-2306325,177,30,21,1,51,37,4,33,0,0,0,0,0,0
LK-2306330,212,22,13,12,60,8,5,13,0,0,79,0,0,0
LK-2306335,88,15,7,18,0,1,1,0,0,0,46,0,0,0
LK-2306340,198,46,17,10,0,2,7,81,0,0,35,0,0,0
LK-2306345,194,69,59,5,0,7,9,2,0,0,43,0,0,0
LK-2306350,139,3,10,4,0,1,0,88,0,0,33,0,0,0
LK-2306355,136,2,86,0,0,0,3,30,0,0,15,0,0,0
LK-2306360,172,11,33,31,0,0,0,71,0,0,26,0,0,0
LK-2306365,157,27,103,5,5,2,10,4,0,0,1,0,0,0
LK-2306370,223,12,34,3,79,18,3,1,0,0,73,0,0,0
LK-2306375,126,4,17,3,3,3,5,73,1,0,17,0,0,0
LK-2306380,105,2,4,2,3,8,3,0,0,0,83,0,0,0
LK-2306385,134,0,0,0,0,0,0,4,0,0,130,0,0,0
LK-2306390,107,4,4,0,9,11,10,1,0,0,68,0,0,0
LK-2306395,142,0,0,0,0,0,0,39,0,0,103,0,0,0
LK-2306400,126,3,14,7,0,0,0,76,0,0,26,0,0,0
LK-2306405,100,1,0,1,1,0,0,48,0,0,49,0,0,0
LK-2306410,103,4,6,4,0,0,0,50,2,0,37,0,0,0
LK-2306415,52,3,2,1,0,44,1,0,0,0,1,0,0,0
LK-2306420,129,4,3,5,0,0,2,23,0,0,92,0,0,0
LK-2306425,133,2,6,8,0,0,0,41,0,0,56,0,0,20
LK-2306430,874,0,0,1,18,153,21,195,0,0,486,0,0,0
LK-2306435,106,1,3,2,0,0,0,65,0,0,35,0,0,0
LK-2306440,191,4,6,6,0,1,3,118,0,0,53,0,0,0
LK-2306445,130,3,2,2,0,0,0,10,0,0,113,0,0,0
LK-2306450,218,19,17,28,6,9,11,91,0,0,37,0,0,0
LK-2306455,249,3,2,2,2,4,17,186,22,0,11,0,0,0
LK-2306460,172,35,51,14,0,4,18,24,0,0,26,0,0,0
LK-2306465,83,1,2,2,0,0,0,40,0,0,38,0,0,0
LK-2306470,173,9,18,5,1,0,69,27,0,0,44,0,0,0
LK-2306475,194,45,7,23,0,3,17,58,0,0,41,0,0,0
LK-2306480,221,10,123,1,0,2,72,10,0,0,3,0,0,0
LK-2306485,197,22,67,0,0,5,4,39,0,0,60,0,0,0
LK-2306490,175,16,86,2,0,0,0,0,0,0,71,0,0,0
LK-2306495,223,10,33,4,0,3,111,25,1,0,36,0,0,0
LK-2306500,187,8,12,0,4,1,8,144,0,0,10,0,0,0
LK-2306505,167,4,3,0,11,3,15,6,0,0,124,0,0,1
LK-2306510,41,0,1,4,0,0,0,12,0,0,24,0,0,0
LK-2306515,541,1,0,0,4,34,81,350,1,0,70,0,0,0
LK-2306520,619,0,1,9,56,276,65,1,0,0,210,1,0,0
LK-2306525,51,4,7,0,0,2,0,19,1,0,18,0,0,0
LK-2306530,355,9,13,9,21,75,6,12,0,0,209,1,0,0
LK-2306535,127,5,3,0,0,0,0,1,0,0,118,0,0,0
LK-2306540,215,16,56,10,2,33,2,76,0,0,20,0,0,0
LK-2306545,142,20,16,1,6,3,22,47,0,0,27,0,0,0
LK-2306550,222,6,45,0,62,50,16,26,0,0,17,0,0,0
LK-2306555,75,0,1,0,1,0,0,56,0,0,17,0,0,0
LK-2306560,109,5,0,1,0,0,0,72,0,0,31,0,0,0
LK-2306565,68,1,0,0,1,1,0,1,0,0,63,1,0,0
LK-2306570,157,5,0,1,0,0,0,2,1,0,148,0,0,0
LK-2306575,767,0,14,0,8,52,5,34,0,0,650,4,0,0
LK-2306580,61,0,1,1,0,0,0,0,0,0,59,0,0,0
LK-2306585,95,1,2,0,0,0,0,80,0,0,12,0,0,0
LK-2306590,143,7,8,0,0,1,0,1,0,0,126,0,0,0
LK-2306595,177,3,2,3,0,0,0,59,0,0,110,0,0,0
LK-2306600,82,2,0,5,0,0,0,53,0,0,22,0,0,0
LK-2306605,142,0,2,26,0,1,4,107,0,0,2,0,0,0
LK-2306610,153,0,0,9,0,0,0,43,0,1,100,0,0,0
LK-2306615,189,0,0,2,0,0,0,120,0,0,67,0,0,0
LK-2306620,134,5,7,17,1,1,3,60,0,0,40,0,0,0
LK-2306625,135,0,1,8,0,1,0,71,0,0,53,1,0,0
LK-2306630,135,4,2,10,0,0,0,33,0,0,86,0,0,0
LK-2306635,339,1,0,0,5,2,0,86,0,0,245,0,0,0
LK-2306640,247,3,1,28,6,13,5,3,0,0,187,1,0,0
LK-2306645,242,2,1,0,0,0,0,0,0,0,239,0,0,0
LK-2306650,145,2,0,0,0,0,0,0,0,1,142,0,0,0
LK-2306655,199,1,1,0,0,0,0,109,1,0,87,0,0,0
LK-2309,28092,1775,1998,2008,893,1374,898,7322,101,7,11619,7,1,89
LK-2309005,161,33,18,1,0,0,0,98,6,0,4,0,0,1
LK-2309010,69,15,17,21,0,0,1,11,0,0,4,0,0,0
LK-2309015,104,6,2,7,1,7,0,80,0,0,1,0,0,0
LK-2309020,80,12,8,6,0,0,1,22,0,0,31,0,0,0
LK-2309025,205,22,28,4,0,15,1,104,0,0,31,0,0,0
LK-2309030,147,9,14,28,0,0,0,91,0,0,5,0,0,0
LK-2309035,142,9,35,61,0,0,0,0,0,0,37,0,0,0
LK-2309040,92,23,33,23,0,0,0,0,0,0,13,0,0,0
LK-2309045,124,13,7,15,0,0,0,0,0,0,89,0,0,0
LK-2309050,192,19,7,96,2,0,1,32,0,0,35,0,0,0
LK-2309055,123,17,17,5,0,7,0,0,0,1,76,0,0,0
LK-2309060,92,11,7,2,1,12,7,43,0,0,9,0,0,0
LK-2309065,109,0,0,1,1,0,0,101,0,0,6,0,0,0
LK-2309070,68,0,4,0,0,0,0,0,0,0,64,0,0,0
LK-2309075,131,10,20,8,7,20,30,12,0,0,24,0,0,0
LK-2309080,115,0,0,0,1,1,0,0,0,0,113,0,0,0
LK-2309085,122,0,22,2,7,13,2,74,0,0,0,0,0,2
LK-2309090,201,15,34,3,0,1,0,45,7,0,96,0,0,0
LK-2309095,220,13,27,1,0,0,0,152,0,0,27,0,0,0
LK-2309100,92,1,3,0,1,0,3,82,0,0,1,0,0,1
LK-2309105,62,0,0,0,0,0,0,60,0,0,2,0,0,0
LK-2309110,36,0,0,0,0,1,8,20,0,0,5,0,0,2
LK-2309115,99,1,0,0,0,2,0,73,0,0,23,0,0,0
LK-2309120,102,2,3,8,13,14,6,0,0,0,55,0,0,1
LK-2309125,252,5,15,41,5,37,13,20,0,0,115,1,0,0
LK-2309130,155,4,2,2,2,3,8,124,0,0,3,0,0,7
LK-2309135,266,10,10,5,19,18,3,110,0,0,90,0,0,1
LK-2309140,165,7,49,3,0,88,4,3,0,0,10,0,0,1
LK-2309145,216,19,41,5,55,28,4,40,1,0,22,0,0,1
LK-2309150,57,1,0,10,0,0,0,35,0,0,6,0,0,5
LK-2309155,177,4,3,31,12,17,0,0,0,0,102,0,0,8
LK-2309160,136,5,6,58,0,0,0,43,0,0,24,0,0,0
LK-2309165,171,4,17,8,0,2,3,20,0,0,116,0,0,1
LK-2309170,172,41,25,40,5,10,14,1,1,0,35,0,0,0
LK-2309175,102,16,14,25,0,0,2,18,0,0,27,0,0,0
LK-2309180,150,24,10,28,4,2,2,33,1,0,44,0,0,2
LK-2309185,113,12,7,29,0,0,0,16,0,0,49,0,0,0
LK-2309190,165,12,10,15,0,1,0,37,0,0,90,0,0,0
LK-2309195,261,16,32,45,0,0,0,0,0,0,168,0,0,0
LK-2309200,209,26,135,0,0,0,0,26,0,0,22,0,0,0
LK-2309205,143,15,31,20,0,0,2,0,0,0,75,0,0,0
LK-2309210,144,8,4,7,0,0,1,86,0,0,34,0,0,4
LK-2309215,171,16,11,11,0,0,1,50,0,0,82,0,0,0
LK-2309220,147,12,3,19,0,1,0,5,0,0,107,0,0,0
LK-2309225,158,8,3,6,0,0,0,0,0,0,141,0,0,0
LK-2309230,171,9,13,6,6,9,3,1,0,0,123,0,0,1
LK-2309235,498,49,20,31,104,109,56,112,1,0,13,1,0,2
LK-2309240,84,4,18,3,0,1,1,52,0,0,5,0,0,0
LK-2309245,107,1,0,0,0,0,0,97,0,0,9,0,0,0
LK-2309250,93,3,3,2,0,0,0,3,0,0,82,0,0,0
LK-2309255,277,34,30,1,53,25,15,11,0,0,107,0,0,1
LK-2309260,254,16,6,22,5,21,15,85,2,0,70,0,0,12
LK-2309265,279,9,7,3,129,54,8,21,2,0,43,0,0,3
LK-2309270,580,6,9,134,1,2,11,0,0,0,417,0,0,0
LK-2309275,166,0,0,0,0,0,0,61,0,0,105,0,0,0
LK-2309280,202,12,3,0,0,19,73,45,0,0,50,0,0,0
LK-2309285,141,2,14,0,0,4,0,46,0,0,75,0,0,0
LK-2309290,189,2,35,1,0,0,1,52,0,0,98,0,0,0
LK-2309295,274,14,6,11,0,1,1,180,0,0,61,0,0,0
LK-2309300,285,2,2,4,5,11,1,240,2,0,18,0,0,0
LK-2309305,203,35,7,3,0,0,0,101,0,0,55,0,0,2
LK-2309310,151,11,19,5,0,0,0,59,0,0,55,0,0,2
LK-2309315,184,11,24,1,0,0,0,117,0,0,31,0,0,0
LK-2309320,120,3,85,15,0,0,0,0,0,0,17,0,0,0
LK-2309325,89,0,0,1,0,0,0,88,0,0,0,0,0,0
LK-2309330,127,3,1,1,60,10,30,20,0,0,2,0,0,0
LK-2309335,117,3,18,0,3,0,1,7,0,0,85,0,0,0
LK-2309340,164,22,24,15,0,0,11,3,0,0,89,0,0,0
LK-2309345,111,7,34,0,11,20,5,14,0,0,20,0,0,0
LK-2309350,182,11,13,3,1,4,2,146,0,0,2,0,0,0
LK-2309355,226,4,16,102,0,1,3,99,0,0,0,0,0,1
LK-2309360,174,5,2,10,1,0,0,154,0,0,2,0,0,0
LK-2309365,651,2,0,1,0,1,2,0,4,1,639,1,0,0
LK-2309370,296,40,21,45,0,0,0,0,0,0,190,0,0,0
LK-2309375,1226,7,9,0,8,37,4,1,2,0,1156,0,0,2
LK-2309380,364,0,0,2,1,7,1,0,0,0,353,0,0,0
LK-2309385,634,1,11,23,0,0,2,11,0,3,583,0,0,0
LK-2309390,643,5,29,20,1,2,1,225,7,0,353,0,0,0
LK-2309395,261,5,3,5,0,0,2,12,0,0,234,0,0,0
LK-2309400,94,10,3,2,3,28,10,33,0,0,5,0,0,0
LK-2309405,144,42,39,19,0,0,17,0,0,0,27,0,0,0
LK-2309410,96,2,1,1,0,0,3,59,0,0,29,1,0,0
LK-2309415,120,5,5,2,0,0,0,0,1,0,107,0,0,0
LK-2309420,94,1,0,0,0,0,0,0,0,0,93,0,0,0
LK-2309425,113,3,7,6,0,2,5,81,0,0,9,0,0,0
LK-2309430,130,2,11,22,0,0,0,36,0,1,58,0,0,0
LK-2309435,190,20,57,36,0,9,4,2,0,0,62,0,0,0
LK-2309440,265,31,89,55,0,1,0,33,32,0,24,0,0,0
LK-2309445,132,23,16,13,0,19,7,14,0,0,40,0,0,0
LK-2309450,57,3,5,11,2,18,1,1,0,0,16,0,0,0
LK-2309455,123,10,9,37,0,0,0,67,0,0,0,0,0,0
LK-2309460,176,31,17,5,0,8,7,108,0,0,0,0,0,0
LK-2309465,141,22,33,22,0,0,0,1,0,0,59,2,0,2
LK-2309470,184,25,8,16,0,1,1,133,0,0,0,0,0,0
LK-2309475,128,11,2,1,1,0,1,107,0,0,5,0,0,0
LK-2309480,75,3,1,6,0,0,0,15,0,0,50,0,0,0
LK-2309485,143,6,1,10,3,9,2,1,0,0,111,0,0,0
LK-2309490,378,42,26,12,1,2,4,242,0,0,48,0,1,0
LK-2309495,86,15,7,26,0,1,0,0,0,0,27,0,0,10
LK-2309500,111,9,4,18,1,7,1,9,0,0,62,0,0,0
LK-2309505,213,12,3,65,0,0,0,5,0,0,128,0,0,0
LK-2309510,706,47,44,0,92,276,240,0,0,0,1,0,0,6
LK-2309515,853,27,16,107,69,120,95,335,3,0,80,1,0,0
LK-2309520,376,63,36,68,9,10,20,60,1,0,109,0,0,0
LK-2309525,212,48,50,0,0,3,0,0,0,0,111,0,0,0
LK-2309530,102,8,23,1,0,0,0,2,0,0,68,0,0,0
LK-2309535,188,15,8,2,0,1,1,1,0,0,160,0,0,0
LK-2309540,116,6,8,26,0,0,0,0,0,0,76,0,0,0
LK-2309545,185,21,19,18,0,1,0,0,0,0,126,0,0,0
LK-2309550,218,13,40,45,0,0,1,25,0,0,92,0,0,2
LK-2309555,111,3,3,3,0,4,2,35,0,0,61,0,0,0
LK-2309560,133,8,23,22,1,5,16,28,0,0,30,0,0,0
LK-2309565,153,3,2,5,0,0,0,0,0,0,141,0,0,2
LK-2309570,301,57,54,80,6,5,0,53,0,0,46,0,0,0
LK-2309575,641,28,3,13,1,70,1,58,0,1,466,0,0,0
LK-2309580,613,0,0,0,1,6,1,3,0,0,602,0,0,0
LK-2309585,439,197,29,5,96,7,0,98,2,0,5,0,0,0
LK-2309590,252,7,8,2,3,63,40,5,0,0,124,0,0,0
LK-2309595,228,29,14,22,0,1,7,116,0,0,39,0,0,0
LK-2309600,865,5,10,1,8,38,32,521,1,0,249,0,0,0
LK-2309605,129,5,2,12,0,0,0,59,0,0,47,0,0,4
LK-2309610,291,3,1,4,0,1,0,86,0,0,196,0,0,0
LK-2309615,574,4,28,4,0,1,0,220,19,0,298,0,0,0
LK-2309620,873,1,7,12,5,7,12,566,6,0,257,0,0,0
LK-2309625,399,15,10,1,66,12,1,274,0,0,20,0,0,0
LK-2312,52142,2586,1673,1779,7456,4387,2280,12821,366,21,17709,28,11,1025
LK-2312005,1007,4,6,52,16,13,34,376,2,0,502,0,0,2
LK-2312010,551,4,26,0,70,2,1,225,2,0,220,0,0,1
LK-2312015,1031,25,54,18,42,243,37,139,0,0,471,0,2,0
LK-2312020,843,10,15,55,428,85,111,127,4,0,7,0,0,1
LK-2312025,772,6,1,4,14,119,2,0,0,0,626,0,0,0
LK-2312030,816,0,0,0,2,12,1,77,0,0,709,2,0,13
LK-2312035,669,2,1,0,238,282,44,99,0,0,3,0,0,0
LK-2312040,1054,14,43,29,31,20,4,370,20,0,506,0,0,17
LK-2312045,911,6,4,2,7,4,26,222,0,0,625,2,2,11
LK-2312050,357,132,41,1,55,9,8,74,2,0,31,0,0,4
LK-2312055,678,180,106,196,8,35,10,75,4,2,62,0,0,0
LK-2312060,580,8,2,17,360,138,15,0,0,0,39,0,0,1
LK-2312065,787,32,10,22,428,117,17,56,14,0,76,0,0,15
LK-2312070,578,8,1,66,301,60,130,1,1,0,10,0,0,0
LK-2312075,357,116,121,32,40,25,16,7,0,0,0,0,0,0
LK-2312080,840,35,141,88,58,94,180,198,0,0,46,0,0,0
LK-2312085,820,154,8,20,28,15,98,419,38,0,40,0,0,0
LK-2312090,1004,13,13,6,390,134,113,115,15,0,205,0,0,0
LK-2312095,767,37,18,17,28,28,20,17,6,0,595,0,0,1
LK-2312100,1049,18,5,2,13,14,23,260,9,1,703,0,1,0
LK-2312105,772,0,9,0,5,18,21,13,8,0,691,3,0,4
LK-2312110,1079,14,33,7,43,102,118,317,59,0,385,0,0,1
LK-2312115,1254,236,54,24,309,147,34,359,39,0,41,0,0,11
LK-2312120,888,3,0,5,0,6,0,163,8,1,701,1,0,0
LK-2312125,960,1,4,29,4,6,2,79,3,1,831,0,0,0
LK-2312130,937,3,14,4,2,9,118,12,1,0,772,2,0,0
LK-2312135,742,19,32,0,83,45,63,39,2,1,452,0,0,6
LK-2312140,596,71,109,31,13,7,22,129,1,1,200,2,0,10
LK-2312145,1805,5,0,0,111,5,0,5,3,0,1674,2,0,0
LK-2312150,849,4,11,13,34,202,18,3,3,0,561,0,0,0
LK-2312155,931,13,2,4,189,198,60,368,7,0,72,0,1,17
LK-2312160,440,27,8,11,99,16,3,243,5,0,28,0,0,0
LK-2312165,272,1,4,0,205,45,11,5,0,0,0,0,0,1
LK-2312170,1017,24,4,7,718,103,16,125,1,0,0,0,0,19
LK-2312175,542,8,8,2,263,77,15,125,2,0,39,0,0,3
LK-2312180,490,13,0,1,392,67,14,1,0,0,2,0,0,0
LK-2312185,429,25,4,7,329,52,1,2,0,0,8,0,0,1
LK-2312190,296,108,19,6,48,62,21,1,2,0,29,0,0,0
LK-2312195,343,21,14,37,7,1,1,257,0,0,0,0,0,5
LK-2312200,224,93,29,4,0,58,11,28,0,0,1,0,0,0
LK-2312205,770,70,25,125,70,157,54,49,28,0,192,0,0,0
LK-2312210,352,55,49,20,21,11,2,47,0,0,145,2,0,0
LK-2312215,469,31,12,43,20,8,21,204,1,0,129,0,0,0
LK-2312220,683,25,79,73,331,89,58,1,3,0,16,0,0,8
LK-2312225,453,3,0,0,379,55,16,0,0,0,0,0,0,0
LK-2312230,289,6,2,0,205,57,5,1,0,0,12,0,0,1
LK-2312235,377,7,0,0,265,82,19,2,0,0,0,2,0,0
LK-2312240,733,74,22,66,116,40,4,230,0,0,180,1,0,0
LK-2312245,903,11,23,4,42,214,28,76,0,0,498,0,0,7
LK-2312250,949,5,39,96,1,3,2,62,0,0,741,0,0,0
LK-2312255,1273,16,33,9,23,36,16,1,9,0,1125,1,1,3
LK-2312260,881,31,41,36,24,184,9,153,0,0,401,2,0,0
LK-2312265,689,0,0,0,2,1,1,186,3,0,495,1,0,0
LK-2312270,771,2,13,1,10,1,7,380,4,0,353,0,0,0
LK-2312275,753,125,38,14,35,79,19,419,15,0,4,1,0,4
LK-2312280,964,16,17,71,243,187,232,109,27,0,58,0,0,4
LK-2312285,579,1,1,0,18,76,47,409,1,0,26,0,0,0
LK-2312290,354,149,56,87,23,9,20,4,0,0,6,0,0,0
LK-2312295,319,90,53,22,0,0,6,147,1,0,0,0,0,0
LK-2312300,537,200,81,167,0,2,25,44,0,0,18,0,0,0
LK-2312305,205,21,24,42,0,2,45,45,3,13,9,1,0,0
LK-2312310,497,72,59,53,86,39,19,132,2,0,33,2,0,0
LK-2312315,696,0,1,0,13,133,8,58,1,0,482,0,0,0
LK-2312320,758,0,0,0,4,2,0,3,0,0,2,0,0,747
LK-2312325,702,2,4,0,11,6,0,657,0,0,18,1,1,2
LK-2312330,1040,13,0,1,16,83,13,694,1,0,217,0,2,0
LK-2312335,568,7,4,0,8,6,4,517,0,0,21,0,0,1
LK-2312340,999,1,7,1,11,12,3,474,3,0,485,0,1,1
LK-2312345,981,34,9,9,65,116,25,658,0,0,62,0,0,3
LK-2312350,595,22,6,14,2,10,132,309,3,1,2,0,0,94
LK-2312355,712,4,1,6,0,8,1,677,0,0,9,0,0,6
LK-2312360,954,0,0,0,1,4,0,942,0,0,7,0,0,0
LK-2315,50811,1121,926,619,7079,11060,5164,8321,390,8,15921,40,3,159
LK-2315005,218,12,20,0,3,23,7,23,0,1,129,0,0,0
LK-2315010,320,9,6,3,6,6,2,134,0,0,153,0,0,1
LK-2315015,489,5,10,3,6,105,38,188,4,0,121,0,0,9
LK-2315020,322,29,4,0,17,7,0,112,0,0,153,0,0,0
LK-2315025,332,34,20,32,37,68,50,80,1,0,10,0,0,0
LK-2315030,608,97,23,31,136,74,6,202,6,0,27,0,0,6
LK-2315035,390,20,0,0,60,34,0,143,3,0,130,0,0,0
LK-2315040,426,39,10,1,73,7,2,182,2,0,98,0,0,12
LK-2315045,378,6,28,0,50,173,2,86,0,0,33,0,0,0
LK-2315050,253,15,14,3,23,9,16,124,1,0,46,0,0,2
LK-2315055,343,50,32,0,78,14,1,87,0,0,81,0,0,0
LK-2315060,376,5,10,4,0,5,7,179,0,0,166,0,0,0
LK-2315065,218,1,3,2,1,9,1,166,0,0,35,0,0,0
LK-2315070,230,11,4,0,52,32,60,24,0,0,42,0,0,5
LK-2315075,275,2,0,0,2,1,0,38,1,0,231,0,0,0
LK-2315080,314,0,0,2,1,81,3,126,0,0,101,0,0,0
LK-2315085,270,18,20,2,0,1,0,77,0,0,150,0,0,2
LK-2315090,216,6,25,0,80,31,10,48,0,0,15,0,0,1
LK-2315095,191,0,0,0,0,0,0,160,0,0,31,0,0,0
LK-2315100,716,12,4,1,369,44,2,169,2,0,95,0,0,18
LK-2315105,467,14,2,3,5,17,50,136,0,0,238,0,0,2
LK-2315110,269,0,0,1,24,76,3,0,0,0,165,0,0,0
LK-2315115,377,3,1,0,9,30,148,147,2,0,37,0,0,0
LK-2315120,151,2,0,3,0,1,0,86,0,0,59,0,0,0
LK-2315125,354,4,0,1,69,64,12,23,0,0,181,0,0,0
LK-2315130,476,0,0,7,37,99,74,180,1,0,78,0,0,0
LK-2315135,285,1,0,0,2,1,0,110,2,0,166,0,0,3
LK-2315140,424,9,0,4,68,2,1,114,0,0,226,0,0,0
LK-2315145,294,1,1,0,14,30,3,2,0,0,241,0,0,2
LK-2315150,274,1,0,2,88,86,76,7,0,0,12,0,0,2
LK-2315155,188,2,0,0,2,2,0,116,0,0,65,1,0,0
LK-2315160,1379,28,26,64,327,412,230,134,6,0,150,0,0,2
LK-2315165,901,57,59,24,210,269,72,42,3,0,162,0,0,3
LK-2315170,1194,15,33,72,89,495,458,2,7,0,22,1,0,0
LK-2315175,1134,21,3,4,81,175,14,146,1,0,686,1,1,1
LK-2315180,1525,0,0,1,11,23,7,0,0,0,1482,1,0,0
LK-2315185,674,2,137,10,91,322,50,2,0,0,60,0,0,0
LK-2315190,1092,34,26,17,630,207,63,77,8,0,4,2,0,24
LK-2315195,973,23,13,3,476,11,81,175,3,0,188,0,0,0
LK-2315200,521,11,12,1,18,249,28,198,2,0,2,0,0,0
LK-2315205,579,34,54,40,8,5,131,284,1,0,22,0,0,0
LK-2315210,511,55,7,8,62,44,106,161,2,1,51,0,0,14
LK-2315215,1852,159,59,87,931,163,173,121,36,0,121,0,0,2
LK-2315220,825,9,11,2,47,172,161,135,0,1,287,0,0,0
LK-2315225,1685,34,26,6,222,849,100,47,202,1,198,0,0,0
LK-2315230,828,28,12,41,238,90,49,134,29,0,202,1,0,4
LK-2315235,1213,14,15,1,51,109,6,546,0,0,470,0,0,1
LK-2315240,999,7,6,9,203,421,76,35,10,0,232,0,0,0
LK-2315245,881,21,32,14,111,365,92,30,1,0,212,2,0,1
LK-2315250,1562,37,21,15,68,262,489,410,1,0,257,1,0,1
LK-2315255,929,17,9,2,391,7,3,226,2,0,270,0,0,2
LK-2315260,1113,12,12,10,106,292,207,167,3,0,298,0,0,6
LK-2315265,1065,0,6,0,103,378,60,131,0,1,384,0,0,2
LK-2315270,712,0,0,0,39,335,45,123,0,0,170,0,0,0
LK-2315275,1207,0,4,14,83,587,254,97,0,0,168,0,0,0
LK-2315280,1423,11,10,0,149,923,195,114,2,0,13,3,1,2
LK-2315285,1258,1,12,7,60,404,63,151,22,1,513,24,0,0
LK-2315290,533,27,11,0,103,343,49,0,0,0,0,0,0,0
LK-2315295,1258,14,3,1,103,337,213,9,3,0,573,0,0,2
LK-2315300,565,0,0,0,24,87,21,217,0,0,211,0,0,5
LK-2315305,2333,10,1,0,42,33,23,5,3,2,2211,2,0,1
LK-2315310,1177,1,0,0,9,11,2,2,0,0,1151,1,0,0
LK-2315315,1674,1,4,47,182,465,529,53,2,0,378,0,0,13
LK-2315320,758,0,0,0,5,8,1,744,0,0,0,0,0,0
LK-2315325,1439,3,2,0,123,89,28,313,3,0,871,0,1,6
LK-2315330,1264,6,6,11,186,415,456,14,10,0,158,0,0,2
LK-2315335,1331,21,57,3,185,571,55,7,3,0,429,0,0,0
LK-3,636406,201065,77850,35289,141977,74422,19312,50832,8399,650,22388,115,174,3933
LK-31,273140,117064,40126,19214,56542,14807,7671,7028,3171,135,5984,10,41,1347
LK-3103,12659,6382,3359,1102,645,404,281,164,181,105,4,3,10,19
LK-3103005,103,12,11,0,68,7,2,0,1,1,0,0,0,1
LK-3103010,282,39,131,1,23,26,37,15,0,9,0,1,0,0
LK-3103015,216,37,47,0,29,11,76,0,1,13,0,1,1,0
LK-3103020,357,41,126,1,84,17,37,0,3,48,0,0,0,0
LK-3103025,256,11,49,0,65,83,47,0,1,0,0,0,0,0
LK-3103030,657,52,294,1,170,87,42,0,5,2,0,1,2,1
LK-3103035,282,78,142,0,16,15,1,3,14,1,0,0,2,10
LK-3103040,194,42,52,2,5,2,3,0,58,29,0,0,1,0
LK-3103045,175,7,159,0,4,5,0,0,0,0,0,0,0,0
LK-3103050,238,8,54,0,43,100,24,2,7,0,0,0,0,0
LK-3103055,476,277,178,11,1,2,1,0,5,1,0,0,0,0
LK-3103060,212,44,167,0,1,0,0,0,0,0,0,0,0,0
LK-3103065,256,122,118,10,0,2,0,0,4,0,0,0,0,0
LK-3103070,186,159,26,0,0,0,0,0,1,0,0,0,0,0
LK-3103075,170,91,66,13,0,0,0,0,0,0,0,0,0,0
LK-3103080,260,197,49,12,1,0,1,0,0,0,0,0,0,0
LK-3103085,295,183,55,30,16,1,1,1,7,0,0,0,0,1
LK-3103090,231,118,42,0,7,1,0,59,4,0,0,0,0,0
LK-3103095,176,107,20,5,7,1,0,35,1,0,0,0,0,0
LK-3103100,211,141,45,23,0,0,1,0,1,0,0,0,0,0
LK-3103105,191,135,47,9,0,0,0,0,0,0,0,0,0,0
LK-3103110,407,174,77,44,71,25,2,10,2,0,0,0,0,2
LK-3103115,353,236,94,16,0,2,1,0,4,0,0,0,0,0
LK-3103120,270,214,55,0,0,0,0,0,1,0,0,0,0,0
LK-3103125,257,159,80,1,1,5,0,0,8,1,0,0,2,0
LK-3103130,303,208,79,5,3,0,0,0,5,0,0,0,2,1
LK-3103135,267,194,52,14,1,0,0,2,4,0,0,0,0,0
LK-3103140,155,106,25,23,0,0,0,0,1,0,0,0,0,0
LK-3103145,200,134,54,8,0,0,0,0,4,0,0,0,0,0
LK-3103150,160,144,10,5,1,0,0,0,0,0,0,0,0,0
LK-3103155,262,171,55,33,0,2,0,0,1,0,0,0,0,0
LK-3103160,431,174,185,40,1,0,3,19,9,0,0,0,0,0
LK-3103165,224,162,35,16,1,5,2,0,3,0,0,0,0,0
LK-3103170,243,169,58,11,0,0,0,0,5,0,0,0,0,0
LK-3103175,133,101,16,15,0,0,0,0,1,0,0,0,0,0
LK-3103180,316,209,50,51,0,0,0,6,0,0,0,0,0,0
LK-3103185,410,235,61,88,0,0,0,10,16,0,0,0,0,0
LK-3103190,175,113,32,26,3,1,0,0,0,0,0,0,0,0
LK-3103195,386,235,86,63,0,0,0,2,0,0,0,0,0,0
LK-3103200,176,118,24,33,0,0,0,0,1,0,0,0,0,0
LK-3103205,206,86,72,39,0,3,0,0,2,0,2,0,0,2
LK-3103210,172,61,36,75,0,0,0,0,0,0,0,0,0,0
LK-3103215,150,104,24,21,1,0,0,0,0,0,0,0,0,0
LK-3103220,146,96,27,23,0,0,0,0,0,0,0,0,0,0
